"lambda_","max_iters","gamma","categorical_subsets","standardize","nan_threshold_percentage","nan_replacement_type","extrema_clip_percentage","non_informative_threshold","feature_augmentation","poly_max_degree","ihs","sine","sinh","cosine","cosh","exp","abs","seed","test_accuracies"
1e-05,400,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.708, 0.764, 0.754, 0.776, 0.744, 0.706, 0.732, 0.722, 0.772]"
1e-05,400,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.714, 0.764, 0.756, 0.778, 0.742, 0.702, 0.73, 0.724, 0.772]"
1e-05,400,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.708, 0.764, 0.754, 0.776, 0.744, 0.706, 0.732, 0.722, 0.772]"
1e-05,400,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.724, 0.714, 0.764, 0.756, 0.778, 0.742, 0.702, 0.73, 0.724, 0.772]"
1e-05,400,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.764, 0.698, 0.758, 0.748, 0.762, 0.746, 0.71, 0.728, 0.75, 0.746]"
1e-05,400,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.762, 0.698, 0.758, 0.748, 0.764, 0.746, 0.71, 0.732, 0.752, 0.746]"
1e-05,400,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.764, 0.698, 0.758, 0.748, 0.762, 0.746, 0.71, 0.728, 0.75, 0.746]"
1e-05,400,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.762, 0.698, 0.758, 0.748, 0.764, 0.746, 0.71, 0.732, 0.752, 0.746]"
1e-05,400,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.742, 0.702, 0.784, 0.758, 0.776, 0.766, 0.724, 0.74, 0.756, 0.768]"
1e-05,400,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.74, 0.702, 0.786, 0.756, 0.776, 0.768, 0.726, 0.744, 0.756, 0.768]"
1e-05,400,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.742, 0.702, 0.784, 0.758, 0.776, 0.766, 0.724, 0.74, 0.756, 0.768]"
1e-05,400,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.74, 0.702, 0.786, 0.756, 0.776, 0.768, 0.726, 0.744, 0.756, 0.768]"
1e-05,400,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.712, 0.756, 0.754, 0.766, 0.76, 0.726, 0.73, 0.758, 0.748]"
1e-05,400,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.712, 0.758, 0.754, 0.766, 0.762, 0.726, 0.73, 0.758, 0.748]"
1e-05,400,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.712, 0.756, 0.754, 0.766, 0.76, 0.726, 0.73, 0.758, 0.748]"
1e-05,400,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.712, 0.758, 0.754, 0.766, 0.762, 0.726, 0.73, 0.758, 0.748]"
1e-05,400,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.712, 0.768, 0.75, 0.78, 0.776, 0.726, 0.738, 0.766, 0.772]"
1e-05,400,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.768, 0.75, 0.782, 0.776, 0.726, 0.74, 0.766, 0.772]"
1e-05,400,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.712, 0.768, 0.75, 0.78, 0.776, 0.726, 0.738, 0.766, 0.772]"
1e-05,400,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.768, 0.75, 0.782, 0.776, 0.726, 0.74, 0.766, 0.772]"
1e-05,600,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.664, 0.73, 0.716, 0.722, 0.7, 0.672, 0.716, 0.67, 0.732]"
1e-05,600,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.666, 0.73, 0.716, 0.72, 0.7, 0.672, 0.706, 0.664, 0.734]"
1e-05,600,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.664, 0.73, 0.716, 0.722, 0.7, 0.672, 0.716, 0.67, 0.732]"
1e-05,600,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.666, 0.73, 0.716, 0.72, 0.7, 0.672, 0.706, 0.664, 0.734]"
1e-05,600,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.744, 0.722, 0.68, 0.71, 0.692, 0.758]"
1e-05,600,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.684, 0.728, 0.73, 0.732, 0.714, 0.686, 0.712, 0.684, 0.756]"
1e-05,600,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.744, 0.722, 0.68, 0.71, 0.692, 0.758]"
1e-05,600,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.684, 0.728, 0.73, 0.732, 0.714, 0.686, 0.712, 0.684, 0.756]"
1e-05,600,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.684, 0.722, 0.724, 0.736, 0.714, 0.686, 0.72, 0.68, 0.734]"
1e-05,600,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.682, 0.726, 0.726, 0.736, 0.71, 0.688, 0.72, 0.676, 0.736]"
1e-05,600,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.684, 0.722, 0.724, 0.736, 0.714, 0.686, 0.72, 0.68, 0.734]"
1e-05,600,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.674, 0.682, 0.726, 0.726, 0.736, 0.71, 0.688, 0.72, 0.676, 0.736]"
1e-05,600,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.688, 0.7, 0.74, 0.73, 0.752, 0.73, 0.694, 0.72, 0.7, 0.762]"
1e-05,600,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.694, 0.738, 0.732, 0.748, 0.724, 0.694, 0.726, 0.7, 0.758]"
1e-05,600,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.688, 0.7, 0.74, 0.73, 0.752, 0.73, 0.694, 0.72, 0.7, 0.762]"
1e-05,600,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.694, 0.738, 0.732, 0.748, 0.724, 0.694, 0.726, 0.7, 0.758]"
1e-05,600,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.684, 0.754, 0.738, 0.772, 0.744, 0.688, 0.716, 0.724, 0.752]"
1e-05,600,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.73, 0.684, 0.752, 0.738, 0.772, 0.74, 0.686, 0.718, 0.722, 0.752]"
1e-05,600,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.732, 0.684, 0.754, 0.738, 0.772, 0.744, 0.688, 0.716, 0.724, 0.752]"
1e-05,600,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.73, 0.684, 0.752, 0.738, 0.772, 0.74, 0.686, 0.718, 0.722, 0.752]"
1e-05,600,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.764, 0.75, 0.776, 0.744, 0.71, 0.734, 0.734, 0.774]"
1e-05,600,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.71, 0.766, 0.754, 0.776, 0.744, 0.71, 0.734, 0.736, 0.774]"
1e-05,600,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.728, 0.708, 0.764, 0.75, 0.776, 0.744, 0.71, 0.734, 0.734, 0.774]"
1e-05,600,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.726, 0.71, 0.766, 0.754, 0.776, 0.744, 0.71, 0.734, 0.736, 0.774]"
1e-05,600,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.768, 0.698, 0.75, 0.75, 0.764, 0.748, 0.72, 0.734, 0.748, 0.746]"
1e-05,600,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.768, 0.698, 0.752, 0.75, 0.764, 0.748, 0.72, 0.734, 0.748, 0.746]"
1e-05,600,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.768, 0.698, 0.75, 0.75, 0.764, 0.748, 0.72, 0.734, 0.748, 0.746]"
1e-05,600,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.768, 0.698, 0.752, 0.75, 0.764, 0.748, 0.72, 0.734, 0.748, 0.746]"
1e-05,600,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.706, 0.786, 0.758, 0.776, 0.762, 0.73, 0.736, 0.756, 0.762]"
1e-05,600,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.706, 0.786, 0.758, 0.778, 0.764, 0.73, 0.736, 0.754, 0.762]"
1e-05,600,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.706, 0.786, 0.758, 0.776, 0.762, 0.73, 0.736, 0.756, 0.762]"
1e-05,600,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.706, 0.786, 0.758, 0.778, 0.764, 0.73, 0.736, 0.754, 0.762]"
1e-05,600,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.708, 0.758, 0.756, 0.766, 0.762, 0.72, 0.726, 0.758, 0.748]"
1e-05,600,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.706, 0.76, 0.756, 0.768, 0.764, 0.72, 0.726, 0.756, 0.748]"
1e-05,600,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.708, 0.758, 0.756, 0.766, 0.762, 0.72, 0.726, 0.758, 0.748]"
1e-05,600,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.706, 0.76, 0.756, 0.768, 0.764, 0.72, 0.726, 0.756, 0.748]"
1e-05,600,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.768, 0.752, 0.782, 0.774, 0.728, 0.736, 0.762, 0.774]"
1e-05,600,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.77, 0.752, 0.782, 0.774, 0.728, 0.736, 0.762, 0.774]"
1e-05,600,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.768, 0.752, 0.782, 0.774, 0.728, 0.736, 0.762, 0.774]"
1e-05,600,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.77, 0.752, 0.782, 0.774, 0.728, 0.736, 0.762, 0.774]"
1e-05,800,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.668, 0.662, 0.73, 0.716, 0.724, 0.704, 0.672, 0.716, 0.672, 0.732]"
1e-05,800,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.668, 0.73, 0.716, 0.72, 0.7, 0.672, 0.708, 0.668, 0.732]"
1e-05,800,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.668, 0.662, 0.73, 0.716, 0.724, 0.704, 0.672, 0.716, 0.672, 0.732]"
1e-05,800,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.668, 0.73, 0.716, 0.72, 0.7, 0.672, 0.708, 0.668, 0.732]"
1e-05,800,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.748, 0.724, 0.678, 0.71, 0.692, 0.758]"
1e-05,800,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.686, 0.728, 0.73, 0.732, 0.716, 0.684, 0.714, 0.686, 0.758]"
1e-05,800,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.68, 0.69, 0.738, 0.73, 0.748, 0.724, 0.678, 0.71, 0.692, 0.758]"
1e-05,800,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.686, 0.728, 0.73, 0.732, 0.716, 0.684, 0.714, 0.686, 0.758]"
1e-05,800,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.696, 0.72, 0.724, 0.732, 0.71, 0.692, 0.72, 0.68, 0.738]"
1e-05,800,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.692, 0.718, 0.724, 0.736, 0.712, 0.686, 0.718, 0.68, 0.738]"
1e-05,800,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.696, 0.72, 0.724, 0.732, 0.71, 0.692, 0.72, 0.68, 0.738]"
1e-05,800,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.692, 0.718, 0.724, 0.736, 0.712, 0.686, 0.718, 0.68, 0.738]"
1e-05,800,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.698, 0.74, 0.732, 0.748, 0.726, 0.702, 0.724, 0.702, 0.762]"
1e-05,800,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.702, 0.738, 0.736, 0.75, 0.726, 0.704, 0.724, 0.704, 0.762]"
1e-05,800,0.001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.698, 0.74, 0.732, 0.748, 0.726, 0.702, 0.724, 0.702, 0.762]"
1e-05,800,0.001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.702, 0.738, 0.736, 0.75, 0.726, 0.704, 0.724, 0.704, 0.762]"
1e-05,800,0.01,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.734, 0.69, 0.752, 0.746, 0.768, 0.746, 0.688, 0.726, 0.726, 0.746]"
1e-05,800,0.01,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.736, 0.688, 0.752, 0.75, 0.77, 0.748, 0.686, 0.726, 0.728, 0.748]"
1e-05,800,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.734, 0.69, 0.752, 0.746, 0.768, 0.746, 0.688, 0.726, 0.726, 0.746]"
1e-05,800,0.01,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.736, 0.688, 0.752, 0.75, 0.77, 0.748, 0.686, 0.726, 0.728, 0.748]"
1e-05,800,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.736, 0.708, 0.766, 0.75, 0.784, 0.752, 0.706, 0.734, 0.744, 0.772]"
1e-05,800,0.01,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.736, 0.708, 0.766, 0.754, 0.78, 0.754, 0.706, 0.734, 0.738, 0.772]"
1e-05,800,0.01,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.736, 0.708, 0.766, 0.75, 0.784, 0.752, 0.706, 0.734, 0.744, 0.772]"
1e-05,800,0.01,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.736, 0.708, 0.766, 0.754, 0.78, 0.754, 0.706, 0.734, 0.738, 0.772]"
1e-05,800,0.1,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.764, 0.7, 0.76, 0.752, 0.758, 0.75, 0.716, 0.73, 0.75, 0.754]"
1e-05,800,0.1,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.764, 0.696, 0.76, 0.75, 0.758, 0.748, 0.718, 0.73, 0.75, 0.754]"
1e-05,800,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.764, 0.7, 0.76, 0.752, 0.758, 0.75, 0.716, 0.73, 0.75, 0.754]"
1e-05,800,0.1,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.764, 0.696, 0.76, 0.75, 0.758, 0.748, 0.718, 0.73, 0.75, 0.754]"
1e-05,800,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.706, 0.782, 0.75, 0.772, 0.764, 0.728, 0.742, 0.754, 0.766]"
1e-05,800,0.1,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.704, 0.782, 0.752, 0.772, 0.762, 0.73, 0.74, 0.754, 0.766]"
1e-05,800,0.1,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.752, 0.706, 0.782, 0.75, 0.772, 0.764, 0.728, 0.742, 0.754, 0.766]"
1e-05,800,0.1,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.704, 0.782, 0.752, 0.772, 0.762, 0.73, 0.74, 0.754, 0.766]"
1e-05,800,1.0,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.704, 0.758, 0.754, 0.768, 0.764, 0.722, 0.722, 0.756, 0.75]"
1e-05,800,1.0,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.704, 0.762, 0.756, 0.768, 0.764, 0.722, 0.724, 0.754, 0.75]"
1e-05,800,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.704, 0.758, 0.754, 0.768, 0.764, 0.722, 0.722, 0.756, 0.75]"
1e-05,800,1.0,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.754, 0.704, 0.762, 0.756, 0.768, 0.764, 0.722, 0.724, 0.754, 0.75]"
1e-05,800,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.768, 0.752, 0.782, 0.774, 0.728, 0.736, 0.762, 0.77]"
1e-05,800,1.0,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.772, 0.752, 0.782, 0.774, 0.728, 0.736, 0.762, 0.77]"
1e-05,800,1.0,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.768, 0.752, 0.782, 0.774, 0.728, 0.736, 0.762, 0.77]"
1e-05,800,1.0,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.77, 0.71, 0.772, 0.752, 0.782, 0.774, 0.728, 0.736, 0.762, 0.77]"
1e-05,1000,0.0001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.662, 0.73, 0.716, 0.726, 0.706, 0.672, 0.716, 0.672, 0.732]"
1e-05,1000,0.0001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.668, 0.732, 0.712, 0.722, 0.702, 0.674, 0.71, 0.668, 0.732]"
1e-05,1000,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.67, 0.662, 0.73, 0.716, 0.726, 0.706, 0.672, 0.716, 0.672, 0.732]"
1e-05,1000,0.0001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.672, 0.668, 0.732, 0.712, 0.722, 0.702, 0.674, 0.71, 0.668, 0.732]"
1e-05,1000,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.688, 0.736, 0.728, 0.75, 0.724, 0.678, 0.71, 0.692, 0.758]"
1e-05,1000,0.0001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.686, 0.728, 0.73, 0.736, 0.716, 0.684, 0.716, 0.686, 0.758]"
1e-05,1000,0.0001,"[[0, 1, 2, 3]]",True,0.9,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.682, 0.688, 0.736, 0.728, 0.75, 0.724, 0.678, 0.71, 0.692, 0.758]"
1e-05,1000,0.0001,"[[0, 1, 2, 3]]",True,0.9,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.686, 0.728, 0.73, 0.736, 0.716, 0.684, 0.716, 0.686, 0.758]"
1e-05,1000,0.001,"[[0, 1, 2, 3]]",True,0.5,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.694, 0.724, 0.724, 0.738, 0.714, 0.692, 0.72, 0.68, 0.736]"
1e-05,1000,0.001,"[[0, 1, 2, 3]]",True,0.5,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.694, 0.724, 0.726, 0.734, 0.712, 0.692, 0.722, 0.68, 0.738]"
1e-05,1000,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.686, 0.694, 0.724, 0.724, 0.738, 0.714, 0.692, 0.72, 0.68, 0.736]"
1e-05,1000,0.001,"[[0, 1, 2, 3]]",True,0.6333333333333333,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.684, 0.694, 0.724, 0.726, 0.734, 0.712, 0.692, 0.722, 0.68, 0.738]"
1e-05,1000,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"mean",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.692, 0.704, 0.74, 0.736, 0.752, 0.724, 0.704, 0.734, 0.7, 0.764]"
1e-05,1000,0.001,"[[0, 1, 2, 3]]",True,0.7666666666666666,"median",0.0,1.0,False,0,False,False,False,False,False,False,False,270404,"[0.688, 0.702, 0.742, 0.738, 0.75, 0.722, 0.706, 0.724, 0.702, 0.762]"
